mensaje_limpio,incidente,area,coincidencias
Por radios informan ambulancia en baños del segundo piso.,inconsciencia,sso,1
Se observa herido a la altura de piso 1.,emergencia medica,sso,1
Parece que hubo accidente afuera de Mi Comisariato.,caida,sso,1
Un guardia indica que hubo corto circuito en zona de carga.,cableado suelto,mantenimiento,1
Hubo ruido hace poco en frente a Mega Kywi.,ruido excesivo,administracion,1
"Reportan merodeando en terraza, estaba pasando entre como que.",persona sospechosa,seguridad,1
Personal de limpieza vio luz en zona de parqueaderos.,iluminacion danada,mantenimiento,1
Un visitante dice que encontró sin luz cerca de Pícaro Resto Grill.,iluminacion danada,mantenimiento,2
Se detecta algo relacionado con alto volumen en cerca de Cinemark.,ruido excesivo,administracion,1
según dicen comentó que vio extraviado por fuera de Pycca.,objeto perdido,seguridad,1
"Alguien avisó de discutiendo en área infantil, estaba durísimo.",pelea,seguridad,1
Un visitante dice que encontró decoracion cerca de Juan Valdez.,montaje de evento,mercadeo,1
Un cliente molesto dice que hubo publicidad cerca de De Prati.,publicidad,mercadeo,1
Se observa agua a la altura de entrada principal.,fuga de agua,mantenimiento,1
Varias personas mencionan vehiculo afuera de Mi Comisariato.,vehiculo mal estacionado,seguridad,1
Guardias revisan caso de merodeando fuera de Claro.,persona sospechosa,seguridad,1
Parece que hubo vigilado afuera de Coral Hipermercados.,persona sospechosa,seguridad,1
En frente a Mega Kywi un cliente reporta flyer cerca de Isla de helados.,publicidad,mercadeo,1
Un visitante dice que encontró anuncio cerca de Valentina.,publicidad,mercadeo,1
Se observa electricidad a la altura de junto a Tía.,cableado suelto,mantenimiento,1
"Alguien avisó de atorado en área bancaria, estaba según dicen.",ascensor en falla,mantenimiento,1
Un guardia indica que hubo estacionado en área infantil.,vehiculo mal estacionado,seguridad,1
Varias personas mencionan elevador afuera de McDonald's.,ascensor en falla,mantenimiento,1
Un guardia indica que hubo fuga en zona de parqueaderos.,fuga de agua,mantenimiento,1
Se detecta algo relacionado con tropece en baños del segundo piso.,caida,sso,1
Se genera alerta por objeto perdido en el sector de Juan Valdez.,objeto perdido,seguridad,3
Parece que hubo remover afuera de Sweet & Coffee.,retiro material publicitario,mercadeo,1
Un colaborador menciona haber visto amenazas en patio de comidas.,robo,seguridad,2
Por radios informan ruido en planta baja.,ruido excesivo,administracion,1
En patio de comidas un cliente reporta sospechoso cerca de Mi Comisariato.,persona sospechosa,seguridad,1
Visitantes informan papeles cerca de baños del segundo piso.,perdida de documentos,administracion,1
Visitantes informan molestia ruido cerca de terraza.,queja de cliente,recepcion,3
Un guardia indica que hubo mal servicio en área infantil.,queja de cliente,recepcion,1
Mensaje recibido: iluminacion en planta baja.,iluminacion danada,mantenimiento,1
Un visitante dice que encontró retirar cerca de Mega Kywi.,retiro material publicitario,mercadeo,1
Se detecta algo relacionado con cables sueltos en terraza.,cableado suelto,mantenimiento,2
Notifican desde junto a Tía que ocurrió flyer.,publicidad,mercadeo,1
Notifican desde área infantil que ocurrió desmayado.,inconsciencia,sso,1
"Alguien avisó de insatisfecho en frente a Mega Kywi, estaba durísimo.",queja de cliente,recepcion,1
Varias personas mencionan discutiendo afuera de Mega Kywi.,pelea,seguridad,1
Visitantes informan fuga cerca de terraza.,fuga de agua,mantenimiento,1
Personal de limpieza vio documento en zona de carga.,perdida de documentos,administracion,1
Visitantes informan fuga cerca de junto a las escaleras eléctricas.,accidente en escalera,sso,2
Por radios informan resbalon en piso 1.,caida,sso,1
Un visitante dice que encontró expuesto cerca de Adidas Store.,cableado suelto,mantenimiento,1
Visitantes informan bloqueando cerca de pasillo central.,vehiculo mal estacionado,seguridad,1
En zona coworking un cliente reporta pelea cerca de KFC.,pelea,seguridad,1
Un cliente molesto dice que hubo documento cerca de Cinemark.,perdida de documentos,administracion,1
Guardias revisan caso de promo fuera de KFC.,publicidad,mercadeo,1
durísimo comentó que vio flyer por baños del segundo piso.,publicidad,mercadeo,1
Un colaborador menciona haber visto golpe en frente a Mega Kywi.,caida,sso,1
Un colaborador menciona haber visto sin luz en frente a Mega Kywi.,iluminacion danada,mantenimiento,2
Un visitante dice que encontró elevador cerca de Tía.,ascensor en falla,mantenimiento,1
Un cliente molesto dice que hubo ladron cerca de Juan Valdez.,robo,seguridad,1
Parece que hubo flyer afuera de Tony Roma's.,publicidad,mercadeo,1
Por radios informan robo en zona de carga.,robo,seguridad,1
Hubo inundacion hace poco en planta baja.,fuga de agua,mantenimiento,1
"Alguien avisó de emergencia en pasillo central, estaba parece que.",inconsciencia,sso,1
Notifican desde patio de comidas que ocurrió corto circuito.,cableado suelto,mantenimiento,1
"Reportan stand en área bancaria, estaba pasando entre un man.",montaje de evento,mercadeo,1
Notifican desde piso 1 que ocurrió sangre.,emergencia medica,sso,1
Personal de limpieza vio elevador en zona de carga.,ascensor en falla,mantenimiento,1
Un guardia indica que hubo desmontar en área bancaria.,retiro material publicitario,mercadeo,1
Se genera alerta por ruido en el sector de Isla de helados.,ruido excesivo,administracion,1
Un visitante dice que encontró tropece cerca de Claro.,caida,sso,1
Un cliente molesto dice que hubo perdi documento cerca de Coral Hipermercados.,objeto perdido,seguridad,3
Un colaborador menciona haber visto goteo en baños del segundo piso.,fuga de agua,mantenimiento,1
Un colaborador menciona haber visto traba en entrada principal.,ascensor en falla,mantenimiento,1
Por radios informan perdi documento en entrada principal.,objeto perdido,seguridad,3
Hubo se cayo escalera hace poco en terraza.,accidente en escalera,sso,2
Un visitante dice que encontró insatisfecho cerca de Movistar.,queja de cliente,recepcion,1
Se detecta algo relacionado con stand en pasillo central.,montaje de evento,mercadeo,1
"Alguien avisó de alto volumen en fuera de Pycca, estaba justito.",ruido excesivo,administracion,1
Parece que hubo foco afuera de Pycca.,iluminacion danada,mantenimiento,1
"Alguien avisó de iluminacion en cerca de Cinemark, estaba según dicen.",iluminacion danada,mantenimiento,1
Un cliente molesto dice que hubo quitar publicidad cerca de Cinemark.,publicidad,mercadeo,2
Personal de limpieza vio vehiculo en planta baja.,vehiculo mal estacionado,seguridad,1
Notifican desde terraza que ocurrió golpes.,pelea,seguridad,2
Visitantes informan accidente cerca de baños del segundo piso.,caida,sso,1
Por radios informan elevador en cerca de Cinemark.,ascensor en falla,mantenimiento,1
"Reportan elevador en zona de parqueaderos, estaba pasando entre a cada rato.",ascensor en falla,mantenimiento,1
Visitantes informan ayuda medica cerca de junto a las escaleras eléctricas.,accidente en escalera,sso,2
Un colaborador menciona haber visto promo en terraza.,publicidad,mercadeo,1
durísimo comentó que vio atencion pesima por junto a Tía.,queja de cliente,recepcion,1
Varias personas mencionan robaron afuera de Movistar.,robo,seguridad,1
Se observa accidente escalera a la altura de entrada principal.,caida,sso,3
"Reportan escalera en entrada principal, estaba pasando entre a cada rato.",accidente en escalera,sso,1
Notifican desde junto a Tía que ocurrió sospechoso.,persona sospechosa,seguridad,1
Notifican desde segundo piso que ocurrió mal servicio.,queja de cliente,recepcion,1
Por radios informan rina en área bancaria.,pelea,seguridad,1
"Reportan vehiculo en frente a Mega Kywi, estaba pasando entre una señora.",vehiculo mal estacionado,seguridad,1
Visitantes informan extraviado cerca de zona coworking.,objeto perdido,seguridad,1
Un guardia indica que hubo atorado en planta baja.,ascensor en falla,mantenimiento,1
Se observa remover a la altura de segundo piso.,retiro material publicitario,mercadeo,1
"Alguien avisó de tropece en área bancaria, estaba está feo eso.",caida,sso,1
justito comentó que vio perdi documento por junto a las escaleras eléctricas.,objeto perdido,seguridad,4
Un visitante dice que encontró reclamo cerca de McDonald's.,queja de cliente,recepcion,1
Parece que hubo golpes afuera de Pícaro Resto Grill.,pelea,seguridad,2
Se detecta algo relacionado con golpes en área bancaria.,pelea,seguridad,2
En baños del segundo piso un cliente reporta agresion cerca de Marathon Sports.,pelea,seguridad,1
Un colaborador menciona haber visto promo en zona coworking.,publicidad,mercadeo,1
Notifican desde fuera de Pycca que ocurrió se me cayo.,objeto perdido,seguridad,1
Mensaje recibido: retirar en zona de carga.,retiro material publicitario,mercadeo,1
Mensaje recibido: se desmayo en terraza.,inconsciencia,sso,1
"Reportan bulla en frente a Mega Kywi, estaba pasando entre un man.",ruido excesivo,administracion,1
Mensaje recibido: retirar en frente a Mega Kywi.,retiro material publicitario,mercadeo,1
Se observa stand a la altura de cerca de Cinemark.,montaje de evento,mercadeo,1
Un visitante dice que encontró promo cerca de Tía.,publicidad,mercadeo,1
Personal de limpieza vio violencia fisica en junto a Tía.,robo,seguridad,2
En planta baja un cliente reporta publicidad cerca de Doña Menestra.,publicidad,mercadeo,1
Guardias revisan caso de recuperar fuera de Cinemark.,objeto perdido,seguridad,1
Visitantes informan obstruyendo cerca de segundo piso.,vehiculo mal estacionado,seguridad,1
Se detecta algo relacionado con herido en piso 1.,emergencia medica,sso,1
Se observa ruido a la altura de baños del segundo piso.,ruido excesivo,administracion,1
Un cliente molesto dice que hubo comportamiento extrano cerca de De Prati.,persona sospechosa,seguridad,1
"Reportan gritando en junto a Tía, estaba pasando entre como que.",pelea,seguridad,1
Por radios informan dolor fuerte en patio de comidas.,emergencia medica,sso,1
"Alguien avisó de pelea en cerca de Cinemark, estaba un chico.",pelea,seguridad,1
Personal de limpieza vio bulla en área bancaria.,ruido excesivo,administracion,1
En área infantil un cliente reporta stand cerca de Doña Menestra.,montaje de evento,mercadeo,1
Notifican desde entrada principal que ocurrió forcejeo.,pelea,seguridad,1
Se detecta algo relacionado con auxilio en patio de comidas.,inconsciencia,sso,1
Un colaborador menciona haber visto quitar publicidad en área infantil.,publicidad,mercadeo,2
Se observa traba a la altura de segundo piso.,ascensor en falla,mantenimiento,1
Varias personas mencionan ambulancia afuera de Cinemark.,inconsciencia,sso,1
Se observa no funciona ascensor a la altura de segundo piso.,ascensor en falla,mantenimiento,2
Personal de limpieza vio quejar en zona de parqueaderos.,queja de cliente,recepcion,2
Notifican desde cerca de Cinemark que ocurrió carpeta.,perdida de documentos,administracion,1
Hubo hurto hace poco en fuera de Pycca.,robo,seguridad,1
Hubo montaje hace poco en cerca de Cinemark.,montaje de evento,mercadeo,1
Se observa bulla a la altura de planta baja.,ruido excesivo,administracion,1
Un visitante dice que encontró caida cerca de Tía.,caida,sso,1
"Alguien avisó de bloqueando en patio de comidas, estaba según dicen.",vehiculo mal estacionado,seguridad,1
Un colaborador menciona haber visto comportamiento extrano en zona de carga.,persona sospechosa,seguridad,1
según dicen comentó que vio forcejeo por zona coworking.,pelea,seguridad,1
Mensaje recibido: remover en zona de carga.,retiro material publicitario,mercadeo,1
Por radios informan inconsciente en área bancaria.,inconsciencia,sso,1
Un guardia indica que hubo remover en entrada principal.,retiro material publicitario,mercadeo,1
Se genera alerta por accidente escalera en el sector de De Prati.,caida,sso,3
Guardias revisan caso de evento fuera de Starbucks.,montaje de evento,mercadeo,1
Se detecta algo relacionado con promo en piso 1.,publicidad,mercadeo,1
"Reportan no funciona ascensor en piso 1, estaba pasando entre a cada rato.",ascensor en falla,mantenimiento,2
Un colaborador menciona haber visto herido en zona de carga.,emergencia medica,sso,1
Un visitante dice que encontró dolor fuerte cerca de Adidas Store.,emergencia medica,sso,1
Se detecta algo relacionado con stand en zona de carga.,montaje de evento,mercadeo,1
"Alguien avisó de parpadeando en piso 1, estaba medio raro.",persona sospechosa,seguridad,2
En junto a las escaleras eléctricas un cliente reporta elevador cerca de Tony Roma's.,accidente en escalera,sso,2
Personal de limpieza vio desmontar en junto a Tía.,retiro material publicitario,mercadeo,1
Un guardia indica que hubo alto volumen en patio de comidas.,ruido excesivo,administracion,1
Notifican desde pasillo central que ocurrió bloqueando.,vehiculo mal estacionado,seguridad,1
Notifican desde patio de comidas que ocurrió traba.,ascensor en falla,mantenimiento,1
Personal de limpieza vio extraviado en zona de parqueaderos.,objeto perdido,seguridad,1
Guardias revisan caso de archivo fuera de Doña Menestra.,perdida de documentos,administracion,1
Se genera alerta por perdi en el sector de McDonald's.,objeto perdido,seguridad,1
Parece que hubo rina afuera de Juan Valdez.,pelea,seguridad,1
Un visitante dice que encontró papeles cerca de Coral Hipermercados.,perdida de documentos,administracion,1
Mensaje recibido: foco en junto a Tía.,iluminacion danada,mantenimiento,1
Un colaborador menciona haber visto auxilio en terraza.,inconsciencia,sso,1
Por radios informan robado en planta baja.,robo,seguridad,1
Hubo objeto perdido hace poco en fuera de Pycca.,objeto perdido,seguridad,3
Notifican desde piso 1 que ocurrió retirar.,retiro material publicitario,mercadeo,1
Se genera alerta por elevador en el sector de McDonald's.,ascensor en falla,mantenimiento,1
Se observa goteo a la altura de planta baja.,fuga de agua,mantenimiento,1
Varias personas mencionan pistola afuera de Pícaro Resto Grill.,robo,seguridad,1
