mensaje_limpio,area
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita un coche para bebé. el técnico residente brindando asistencia.,RECEPCION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en la escalera eléctrica 3 de 23:00 a 01:00.,MANTENIMIENTO
"Necesito q aprueben el diseño para el post de la tarde. Lo mandé al grupo, chekeenlo.",ADMINISTRACION
"SEGUIMIENTO: Sobre el caso de persona sospechosa en el área de juegos infantiles, se despacha unidad al punto. El estado actual es: resuelta temporalmente.",RECEPCION
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas TBE6381.,RECEPCION
CIERRE DE CASO: La novedad sobre activación indebida de manguera de incendios a sido controlada. el supervisor de turno reporta normalidad en la zona. Estado final: siendo atendida.,SSO
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en la puerta automática del acceso principal de 23:00 a 01:00.,MANTENIMIENTO
CONSULTA FRECUENTE: Múltiples clientes preguntando por dónde puedo pagar el parqueadero. Se confirma la información para estandarizar respuesta.,RECEPCION
TRABAJO FINALIZADO: El el generador de emerjencia a sido reparado. Queda operativo. Estado final: resuelta temporalmente.,MANTENIMIENTO
Me confirman asta q hora es el feriado? para dar bn la info.,ADMINISTRACION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita asistencia para llamar a un taxi seguro. el supervisor de turno brindando asistencia.,RECEPCION
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el sistema de AC (chiller 2), se aísla el circuito. El estado actual es: escalada a gerencia.",MANTENIMIENTO
TRABAJO FINALIZADO: El la bomba de agua del subsuelo 1 a sido reparado. Queda operativo. Estado final: pendiente por repuesto.,MANTENIMIENTO
El el ascensor de carga del subsuelo 2 ase un ruido feo. q un tecnico lo revise mañana.,MANTENIMIENTO
ALERTA DE RIESGO: Se detecta fuga de gas en local de comida en Movistar. el paramédico y se despeja la ruta de evacuación.,MANTENIMIENTO
Una sra dejo un cel q se encontro en el baño. q bn q aya gente asi.,MANTENIMIENTO
"SEGUIMIENTO: Sobre el caso de carterista reportado en Fybeca, se realiza monitoreo por cámaras. El estado actual es: pendiente por repuesto.",ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en la bomba de agua del subsuelo 1 ubicado en Payless. Síntoma: no enciende.,MANTENIMIENTO
CIERRE DE CASO: La novedad sobre vehículo abandonado a sido controlada. el operador de cámaras reporta normalidad en la zona. Estado final: solucionada.,ADMINISTRACION
"Ok, se acabó el lanzamiento de colección. Mision cumplida. A desmontar todo.",ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de unas llaves de auto (marca Chevrolet) en Sweet Coffee. Se custodia en recepción bajo el código 914.,RECEPCION
El op de cctv dice q ay un grupo sospechoso serca del Adidas. el Supervisor ya va a ver.,SEGURIDAD
"La escalera q sube al cine se daño. ya tamos biendo, no funsiona x ahora.",ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por la ubicación de los cajeros automáticos. Se confirma la información para estandarizar respuesta.,RECEPCION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de unas llaves de auto (marca Chevrolet) en Todo Hogar. Se custodia en recepción bajo el código 822.,RECEPCION
Un vendedor ambulante intentando ingresar por el acceso 2. Se le retiró.,ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de una cédula de identidad en el parqadero subterráneo 2. Se custodia en recepción bajo el código 239.,RECEPCION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita la ubicación del baño familiar. la unidad motorizada Alpa1 brindando asistencia.,MANTENIMIENTO
"El detector de umo del pasiyo 4 sono. falsa alarma, era el vapor de una plancha del Etafashion.",SEGURIDAD
"ACTUALIZACIÓN TÉCNICA: Respecto a la falla de el generador de emerjencia, se solicita repuesto a bodega. El estado actual es: en monitoreo.",MANTENIMIENTO
Monitoreo preventivo: Operador de cámaras reporta una persona desorientada con actitud inusual en la rampa de acceso a Supercines. Ce mantiene vijilancia activa.,ADMINISTRACION
TRABAJO FINALIZADO: El una luminaria del parqueadero P3 a sido reparado. Queda operativo. Estado final: siendo atendida.,MANTENIMIENTO
NUEVA ALERTA: Ce reporta carterista reportado involucrando a una pareja discutiendo a gritos en Pycca. el prevencionista en camino.,ADMINISTRACION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita una silla de ruedas. el coordinador de operaciones brindando asistencia.,RECEPCION
El aire del mall esta a 22. todo normal.,MANTENIMIENTO
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de gabinete contra incendios en el cector de Claro. Novedades cerán reportadas.,SSO
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de kit antiderrames en el sector de Sukasa. Novedades serán reportadas.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de botiquín de primeros auxilios en el sector de Lee. Novedades serán reportadas.,ADMINISTRACION
Monitoreo preventivo: Operador de cámaras reporta el conductor de un Spark GT rojo con actitud inusual en Claro. Ce mantiene vijilancia activa.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en el tablero eléctrico del ala sur ubicado en Crepes Waffles. Síntoma: fuga de agua.,MANTENIMIENTO
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas GCI1753.,RECEPCION
La camilla de primeros auxilios está lista y en su lugar.,ADMINISTRACION
NUEVA ORDEN DE TRABAJO: Falla reportada en la puerta automática del acceso principal ubicado en el patio de comidas. Síntoma: fuga de agua.,MANTENIMIENTO
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de gabinete contra incendios en el sector de Explorer. Novedades serán reportadas.,SSO
NUEVA ALERTA: Ce reporta vandalismo en baños involucrando a un individuo con mochila y gorra en Movistar. el anfitrión de servisio al cliente en camino.,MANTENIMIENTO
CIERRE DE CASO: La novedad sobre vehículo abandonado a sido controlada. el coordinador de operaciones reporta normalidad en la zona. Estado final: solucionada.,ADMINISTRACION
El Diseñador Gráfico dice q ya esta ok el material para las pantallas. Alguien confirma xfa?,ADMINISTRACION
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas TBU8301.,RECEPCION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de gabinete contra incendios en el cector de Fybeca. Novedades cerán reportadas.,SSO
NUEVA ALERTA: Ce reporta intento de hurto involucrando a un vendedor informal en Produbanco. el anfitrión de cervisio al cliente en camino.,SEGURIDAD
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de kit antiderrames en el sector de el área de juegos infantiles. Novedades serán reportadas.,ADMINISTRACION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el sistema de AC (chiller 2) de 23:00 a 01:00.,MANTENIMIENTO
Una cliente necesita ayuda para subir sus compras al taxi. Recepcionista ayudando.,RECEPCION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de un iPhone 15 en las gradas eléctricas del ala norte. Se custodia en recepción bajo el código 134.,RECEPCION
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas PCU3728.,RECEPCION
El paramedico ta en la enfermeria x siakaso.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de luz de emergencia en el sector de Etafashion. Novedades serán reportadas.,ADMINISTRACION
TRABAJO FINALIZADO: El la compactadora de basura a sido reparado. Queda operativo. Estado final: reportada.,MANTENIMIENTO
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Pycca fue advertido por andamio sin ceñalizar. Se corrije la postura.,SEGURIDAD
OBJETO ENCONTRADO: Ce a reportado el allazgo de unas llaves de auto (marca Chevrolet) en la entrada de la Av. Orellana. Se custodia en recepción bajo el código 105.,RECEPCION
NUEVA ALERTA: Ce reporta intento de hurto involucrando a una pareja discutiendo a gritos en el área de juegos infantiles. el coordinador de operaciones en camino.,SEGURIDAD
OBJETO ENCONTRADO: Ce a reportado el hallazgo de un iPhone 15 en GMO. Se custodia en recepción bajo el código 598.,RECEPCION
Rebision de luses de emerjencia. todas funsionan.,ADMINISTRACION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de unas llaves de auto (marca Chevrolet) en la entrada de la Av. Orellana. Se custodia en recepción bajo el código 857.,RECEPCION
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en la sala de lactancia fue advertido por uso incorrecto de EPP por contratista. Se corrije la postura.,SSO
Encontramos una mochila en la plaza de comidas. la llevamos a recepcion.,ADMINISTRACION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si el centro comercial es pet friendly. Se confirma la información para estandarizar respuesta.,RECEPCION
Oigan a q ora habre el De Prati? preguntan mucho.,RECEPCION
Monitoreo preventivo: Operador de cámaras reporta un cliente en estado etílico con actitud inusual en Lee. Ce mantiene vijilancia activa.,RECEPCION
ALERTA DE RIESGO: Se detecta derrame de líquido resbaloso en el pasillo central. el operador de cámaras y ce verifica la causa de la alarma.,SSO
Ok enterado. sigo biendo x las camaras ese sector.,SEGURIDAD
Se atendio a una pers con un corte en la mano. nada grabe.,ADMINISTRACION
"SEGUIMIENTO: Sobre el caso de activación de botón de pánico en Claro, ce aísla el área. El estado actual es: escalada a gerencia.",ADMINISTRACION
Rebision de bombas de agua lista. la presion esta estable. todo bn.,MANTENIMIENTO
Wenos dias! el punto de info ya esta abierto.,RECEPCION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de luz de emergencia en el sector de la rampa de acceso a Supercines. Novedades serán reportadas.,ADMINISTRACION
El Community Manager dice q ya esta ok el material para las pantallas. Alguien confirma xfa?,ADMINISTRACION
"Xfa, berificar q el letrero de riesgo electrico se vea bien.",MANTENIMIENTO
CONSULTA FRECUENTE: Múltiples clientes preguntando por la clave del WiFi. Se confirma la información para estandarizar respuesta.,RECEPCION
No se olviden de subir todas las fotos y videos del concierto en la plaza al drive.,ADMINISTRACION
Wenos dias! el punto de info ya esta abierto.,RECEPCION
Inicio de ronda en el perimetro. sin nobedad.,ADMINISTRACION
No ay papel en los baños de abajo. manden a reponer.,MANTENIMIENTO
Wenos dias equipo! a darle con todo.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de gabinete contra incendios en el cector de Pizza Hut. Novedades cerán reportadas.,SSO
El gerente acaba de pasar y nos felicitó. (Y) buen trabajo equipo!,ADMINISTRACION
"Nesesito un plomero URGENTE en la baños del norte, un lababo no para de gotear.",MANTENIMIENTO
"Revisando botikines, falta gasa en el del subsuelo 1. a reponer.",ADMINISTRACION
Full gente pregunta x la promo del sorteo. pasenme toda la info para no desir cualkier cosa.,RECEPCION
El Supermaxi reporta una gotera. El plomero ya fue.,MANTENIMIENTO
"La señaletica de salida de emergencia esta tapada por una publicidad. Marketing, a corregir eso.",MERCADEO
Monitoreo preventivo: Operador de cámaras reporta el conductor de un Spark GT rojo con actitud inusual en la zona bancaria. Ce mantiene vijilancia activa.,ADMINISTRACION
Mantenimiento prebentivo del la puerta automática terminado. sin nobedades.,MANTENIMIENTO
"Suban historias a insta!! q se vea el ambiente, la gente disfrutando.",ADMINISTRACION
Rebision de bombas de agua lista. la presion esta estable. todo bn.,MANTENIMIENTO
Wenos dias! el punto de info ya esta abierto.,RECEPCION
Ok enterado. sigo biendo x las camaras ese sector.,SEGURIDAD
OBSERVACIÓN DE SEGURIDAD: Contratista asiendo trabajos en Sukasa fue advertido por cable expuesto en pasillo. Se corrije la postura.,SEGURIDAD
Se nos acabaron los volantes de la promo. Alguien puede imprimir mas para ya??,ADMINISTRACION
"Ok, se acabó el firma de autógrafos. Mision cumplida. A desmontar todo.",ADMINISTRACION
"Necesito q seguridad de una ronda por el plaza de comidas, unos chicos estan haciendo mucho ruido.",SEGURIDAD
"La señaletica de salida de emergencia esta tapada por una publicidad. Marketing, a corregir eso.",MERCADEO
CONSULTA FRECUENTE: Múltiples clientes preguntando por si tienen servisio de empaq de regalos. Se confirma la información para estandarizar respuesta.,RECEPCION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita asistencia para llamar a un taxi ceguro. el técnico residente brindando asistencia.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por dónde puedo pagar el parqadero. Se confirma la información para estandarizar respuesta.,RECEPCION
OBJETO ENCONTRADO: Ce a reportado el hallazgo de un iPhone 15 en la entrada de la Av. Orellana. Se custodia en recepción bajo el código 554.,RECEPCION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita información sobre una tienda específica. el operador de cámaras brindando asistencia.,RECEPCION
NUEVA ORDEN DE TRABAJO: Falla reportada en la puerta automática del acceso principal ubicado en la rampa de acceso a Supercines. Síntoma: baja presión.,MANTENIMIENTO
Chuta se prendio la alarma de un local. creo q es falsa alarma pero confirmen xfa.,SEGURIDAD
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de botiquín de primeros auxilios en el cector de Etafashion. Novedades cerán reportadas.,ADMINISTRACION
Confirmado todos los guardias tienen su radio con pila. todo ok pa emergencias.,SEGURIDAD
"SEGUIMIENTO: Sobre el caso de cliente agresivo en Noe Sushi Bar, se notifica a la Policía Nacional. El estado actual es: siendo atendida.",RECEPCION
ALERTA DE RIESGO: Se detecta uso incorrecto de EPP por contratista en Marathon Sports. el paramédico y se coloca señalética de advertencia.,SSO
El Supervisor está pidiendo papeles a un motorizado sin identificar.,ADMINISTRACION
INSPECCIÓN DE RUTINA: Se esta realizando la verificacion periódica de botiquín de primeros auxilios en el sector de Etafashion. Novedades serán reportadas.,ADMINISTRACION
"SEGUIMIENTO: Sobre el caso de conato de riña en el cuarto de generadores, se entrevista a testigos. El estado actual es: en verificación.",ADMINISTRACION
Se quemo un foco del pasiyo de afuera. el electrisista lo cambia en 20.,ADMINISTRACION
SERVICIO AL CLIENTE: Un visitante en el punto de información solicita información sobre una tienda específica. el personal de limpieza brindando asistencia.,RECEPCION
TRABAJO FINALIZADO: El el sistema de AC (chiller 2) a sido reparado. Queda operativo. Estado final: reportada.,MANTENIMIENTO
Huele feo en una de las bodegas. q alguien de limpieza chequee q es.,ADMINISTRACION
El Técnico polivalente ya pinto la pared manchada en el parqueadero subsuelo 2. kedo bn.,ADMINISTRACION
Se quemo un foco del pasiyo de afuera. el electrisista lo cambia en 20.,ADMINISTRACION
ANUNCIO GENERAL: Ce procede a realizar un anuncio por altavoz para el propietario del veiculo de placas TDI5876.,RECEPCION
CONSULTA FRECUENTE: Múltiples clientes preguntando por si tienen servisio de empaque de regalos. Se confirma la información para estandarizar respuesta.,RECEPCION
Mantenimiento programado: Ce informa q ce realizará mantenimiento preventivo en el sistema de AC (chiller 2) de 23:00 a 01:00.,MANTENIMIENTO
